key	EN	中文
QuestLoc_TheTailContinues_Conversation_1_NPCStart_1	Thanks for the rescue! I thought we'd be feral chew toys by now.	谢谢你们救了我们！还以为会像玩具一样被他们嚼烂了。
QuestLoc_TheTailContinues_Conversation_1_NPCStart_2	And bite marks are so unbecoming!	这咬痕也太难看了吧！
QuestLoc_TheTailContinues_Conversation_1_NPCStart_3	By the way, did you see a girl and a dog?	对了，你们有看到一个女孩和一只狗吗？
QuestLoc_TheTailContinues_Conversation_1_NPCStart_4	We got split up during the ambush.	我们在遭到伏击时走散了。
QuestLoc_TheTailContinues_Conversation_1_Team_1	No, do you know where they went?	不是吧，你知道他们去哪里了吗？
QuestLoc_TheTailContinues_QuestLongDescription	Overseer Emma said Bigsby stopped by their Vault. Since then, a salvage team took him on a run with them to the Atomatoys warehouse, but hasn't returned.	监督者艾玛说比格斯比曾在他们的避难所停留，后来一个回收队带着它去了原子玩具仓库，就再没有回来。
QuestLoc_TheTailContinues_QuestName	The Tail Continues	继续追踪
QuestLoc_TheTailContinues_QuestObjective_1	Find the salvage team.	寻找救援队。
QuestLoc_TheTailContinues_QuestShortDescription	Find the salvage team from Vault 899 in the old Atomatoys Warehouse.	前往原子玩具仓库寻找来自899号避难所的回收队。
QuestLoc_TheThinlyVeiledPlotThickens_Conversation_1_NPCEnd_1	After he visits the settlers at the RobCo Plant, he comes here to get updates on supplies and treasure to bring back to the Editor.	他拜访完罗伯科工厂的居民之后，来到了这里搜刮物资和宝物并带回给编辑。
QuestLoc_TheThinlyVeiledPlotThickens_Conversation_1_NPCEnd_2	I'd talk to the settlers at the RobCo Plant. They were the first to get hit. They'd know the more about the Bugle Boy and his Editor.	我会和罗伯科工厂的居民谈谈。他们是最先被袭击的。他们应该了解更多关于“号角男孩”和编辑的信息。
QuestLoc_TheThinlyVeiledPlotThickens_Conversation_1_NPCStart_1	It was just before dawn... They came out of nowhere.	就在破晓之前……他们不知道从哪里冒出来的。
QuestLoc_TheThinlyVeiledPlotThickens_Conversation_1_NPCStart_2	Everyone's dead. Everyone. It should have been impossible. We had unbeatable security!	每个人都死了。每个人。这不应该啊，我们的安保系统固若金汤！
QuestLoc_TheThinlyVeiledPlotThickens_Conversation_1_NPCStart_3	This is the fault of that cursed Bugle! Your name gets mentioned, you get attacked.	这是那个该死的号角报的错！它提到了谁的名字，谁就遭受袭击。
QuestLoc_TheThinlyVeiledPlotThickens_Conversation_1_NPCStart_4	The Bugle Boy told us that it would never fall into Raider hands.	“号角男孩”告诉我们它绝不会落入掠夺者的手中。
QuestLoc_TheThinlyVeiledPlotThickens_Conversation_1_Team_1	Bugle Boy?	“号角男孩”？
QuestLoc_TheThinlyVeiledPlotThickens_Conversation_1_Team_2	Any idea where the Bugle's offices are located?	你知道号角报的办公室在哪里吗？
QuestLoc_TheThinlyVeiledPlotThickens_QuestLongDescription	Vault 404 was destroyed in a Raider attack... but Vault 120 might have more information.	404号避难所在一次掠夺者袭击中被摧毁了……120号避难所可能会有更多的信息。
QuestLoc_TheThinlyVeiledPlotThickens_QuestName	The (Thinly Veiled) Plot Thickens	迷雾重重
QuestLoc_TheThinlyVeiledPlotThickens_QuestObjective_1	Talk to the Overseer of Vault 120.	同120号避难所监督者交谈。
QuestLoc_TheThinlyVeiledPlotThickens_QuestShortDescription	Talk to the Overseer at Vault 120 about the New Bugle.	同120号避难所监督者谈论新号角报。
QuestLoc_TheThrilloftheHunt_QuestlineName	The Thrill of the Hunt	狩猎的战栗
QuestLoc_TheToweringIlForno_Conversation_1_NPCEnd_1	Here, let me show you.	来，让我告诉你。
QuestLoc_TheToweringIlForno_Conversation_1_NPCEnd_2	You're risking life and limb for a recipe? That's kind of sad.	你冒着生命危险去找配方？真可怜。
QuestLoc_TheToweringIlForno_Conversation_1_NPCEnd_3	Seems like he's got a bone to pick with you...	好像他要找你麻烦……
QuestLoc_TheToweringIlForno_Conversation_1_NPCStart_1	You guys looking for something?	你们在找什么？
QuestLoc_TheToweringIlForno_Conversation_1_NPCStart_2	Outfits? Certain death? Priceless junk?	衣服？确定的死亡？无价的杂物？
QuestLoc_TheToweringIlForno_Conversation_1_Team_1	What was the second one again?	第二个又是什么？
QuestLoc_TheToweringIlForno_Conversation_1_Team_2	We're here to retrieve a top secret culinary document.	我们在这里取回绝密的烹饪文件。
QuestLoc_TheToweringIlForno_Conversation_1_Team_3	We've been sent on another suicide mission by our chef.	我们被派去执行另一个自杀任务。
QuestLoc_TheToweringIlForno_Conversation_2_NPCEnd_1	Recipe? All I have is this blueprint for weaponized marinara.	配方吗？我只有这张“武器化番茄酱”的蓝图。
QuestLoc_TheToweringIlForno_Conversation_2_NPCEnd_2	Well, we wouldn't want to disappoint him now, would we?	我们不想让他失望，对吗？
QuestLoc_TheToweringIlForno_Conversation_2_NPCEnd_3	Convenient.	真巧。
QuestLoc_TheToweringIlForno_Conversation_2_NPCStart_1	End of the line, Dwellers. This is your final stop.	终点线，居民们。这是你最后一站。
QuestLoc_TheToweringIlForno_Conversation_2_NPCStart_2	Whatever possessed you to come to this place?	什么使你来到这个地方？
QuestLoc_TheToweringIlForno_Conversation_2_NPCStart_3	Surely you knew you were coming to your doom?	你肯定知道自己要走向灭亡？
QuestLoc_TheToweringIlForno_Conversation_2_Team_1	We came for the recipe. Hand it over.	我们来找配方。把它给我。
QuestLoc_TheToweringIlForno_Conversation_2_Team_2	I'm pretty sure our chef sent us here to get us killed.	我很确定我们的厨师把我们送到这里来是为了杀了我们。
QuestLoc_TheToweringIlForno_Conversation_2_Team_3	We'd die for a good meal.	我们愿为美餐而死。
QuestLoc_TheToweringIlForno_QuestLongDescription	That Deathclaw steak was a bit... stringy, to say the least. The chef feels bad about this, and wants to make his favorite comfort food, lasagna. Unfortunately, Raiders have stolen his secret sauce recipe, and we need to get it back from their towering lair first.	至少可以这么说，这死爪牛排有点老。厨师有点失落，想做他最爱的慰藉美食——千层面。不幸的是，掠夺者偷了他的秘密酱汁的配方，我们需从他们的高耸的巢穴里找回它。
QuestLoc_TheToweringIlForno_QuestName	The Towering Il Forno	高楼大厦
QuestLoc_TheToweringIlForno_QuestObjective_1	Find the secret recipe.	找到秘方。
QuestLoc_TheToweringIlForno_QuestShortDescription	Retrieve the chef's secret recipe.	找回厨师的秘方。
QuestLoc_TheToweringIlForno_RaiderLine_1	Fifth floor:  housewares, ladies' lingerie, Radscorpions...	第五楼：家居用品，女士内衣，辐射蝎……
QuestLoc_TheToweringIlForno_RaiderLine_2	Just how tall *is* this building?	这幢大楼有多高？
QuestLoc_TheToweringIlForno_RaiderLine_3	That lasagna better be freakin' awesome!	那份千层面最好超级好吃！
QuestLoc_TheVaultTecVantage_Conversation_1_NPCStart_1	We found the Vault-Tec notes on Vaultopolis! They say...	我们找到了避难所科技留下来的关于避难所大都市的信息！他们说……
QuestLoc_TheVaultTecVantage_Conversation_1_NPCStart_2	There's something called a G.E.C.K. - a device that can create life!	有一个叫做“伊甸园制造器”的东西 - 一个能够创造生命的装置！
QuestLoc_TheVaultTecVantage_Conversation_1_NPCStart_3	It could create a utopia Vault. A Vaultopolis! And Vault 525 had one!	它能创造一个乌托邦式的避难所。一个避难所大都会！525号避难所有一个！
QuestLoc_TheVaultTecVantage_Conversation_1_NPCStart_4	But where IS Vault 525?! Is Paula there? We have to keep looking!	但525号避难所究竟在哪儿？！宝拉在那里吗？我们必须得继续找！
QuestLoc_TheVaultTecVantage_QuestLongDescription	Vault 813's Overseer Alvarez told us the same thing he told Paula Plumbkin - to search the Vault-Tec offices for info on Vaultopolis!	813号避难所监督者阿尔瓦雷茨告诉我们和告诉宝拉同样的事 - 去避难所科技的办公室找到关于大都会的信息！
QuestLoc_TheVaultTecVantage_QuestName	The Vault-Tec Vantage	避难所科技优势
QuestLoc_TheVaultTecVantage_QuestObjective_1	Search the Vault-Tec offices for info on Vaultopolis.	前往避难所科技办公室搜寻关于避难所大都会的信息。
QuestLoc_TheVaultTecVantage_QuestShortDescription	The Vault-Tec offices may hold info on Vaultopolis...	避难所科技的办公室可能会有关于大都会的信息……
QuestLoc_TheVaultTecVantage_RaiderLine_1	You people, coming here, searching around! Stay off our turf!	你们这些人来这里，想翻个底朝天？没门儿！赶紧滚远点！
QuestLoc_TheWizardofWater_QuestlineName	The Wizard of Water	水之术士
QuestLoc_TheYolksonYou_Conversation_1_NPCEnd_1	Good, 'cause there ain't much else here.	很好，正好没什么其他人了。
QuestLoc_TheYolksonYou_Conversation_1_NPCEnd_2	Yeah, that's probably a good idea. You should leave too.	是啊，你说的对，你也应该离开。
QuestLoc_TheYolksonYou_Conversation_1_NPCStart_1	What are you guys doing here?	你能在这里做什么啊？
QuestLoc_TheYolksonYou_Conversation_1_NPCStart_2	Don't you know this place is overrun by Radscorpions?	你们不知道这个地方被辐射蝎占领了吗？
QuestLoc_TheYolksonYou_Conversation_1_NPCStart_3	I think I'm the only one left alive.	我想我应该是留下的人里唯一活着的。
QuestLoc_TheYolksonYou_Conversation_1_NPCStart_4	Well, I think.	嗯……我觉得是。
QuestLoc_TheYolksonYou_Conversation_1_Team_1	We're here to harvest Radscorpion eggs, and nothing else.	我们来这里不是为了别的，而是为了辐射蝎蛋。
QuestLoc_TheYolksonYou_Conversation_1_Team_2	Our Vault isn't too far away. You should go there.	我们的避难所不是很远，你应该去那儿。
QuestLoc_TheYolksonYou_Conversation_2_NPCEnd_1	He probably thought you weren't up to the challenge. He was right!	他可能觉得你不是能挑战自己的人。他说得对！
QuestLoc_TheYolksonYou_Conversation_2_NPCEnd_2	Tell you what: you kill the critters, cut them up, and we'll take it from there.	这样吧，你杀死那些生物，把他们劈开，然后剩下的交给我们吧。
QuestLoc_TheYolksonYou_Conversation_2_NPCEnd_3	And split our share of the eggs with you? No way, José!	然后和我们去分享这些蛋？做梦吧，约瑟！
QuestLoc_TheYolksonYou_Conversation_2_NPCStart_1	Whew! We thought you were Radscorpions for a moment.	吁！瞬间还以为你是只辐射蝎呢。
QuestLoc_TheYolksonYou_Conversation_2_NPCStart_2	Must have been the smell...	一定是因为味道……
QuestLoc_TheYolksonYou_Conversation_2_NPCStart_3	Those things are aggressive *and* radioactive. Just... nasty.	这些东西非常具有攻击性而且带着辐射。就……很糟糕。
QuestLoc_TheYolksonYou_Conversation_2_NPCStart_4	Good thing that Vault chef is paying us extra for those eggs.	好在避难所大厨会多付我们钱来作为这些蛋的报酬。
QuestLoc_TheYolksonYou_Conversation_2_Team_1	Wait a minute, did our chef hire you guys as well?	等等，大厨也雇佣了你们吗？
QuestLoc_TheYolksonYou_Conversation_2_Team_2	Sorry, but we're getting those eggs.	不好意思，恐怕这些蛋是我们的。
QuestLoc_TheYolksonYou_Conversation_2_Team_3	Hey, what if we joined forces?	嘿，要不然我们联手？
QuestLoc_TheYolksonYou_QuestLongDescription	The chef never ceases to be amazed by your uncanny ability to escape death, and he wants to celebrate it with a Radscorpion egg omelet. Vault 923 was recently overrun by these critters, so that'd be a good place to start.	大厨对你死里逃生的能力表示惊讶。他想用辐射蝎蛋卷来庆祝。923号避难所最近被这些生物侵占了，不妨就从那里开始吧。
QuestLoc_TheYolksonYou_QuestName	The Yolk's on You	蛋黄之争
QuestLoc_TheYolksonYou_QuestObjective_1	Kill the Glowing Radscorpion and harvest its eggs.	杀死发光辐射蝎，拿走蝎子蛋。
QuestLoc_TheYolksonYou_QuestObjective_2	Rescue any surviving Dwellers.	营救幸存的居民。
QuestLoc_TheYolksonYou_QuestShortDescription	Bring Radscorpion eggs back to the chef.	将辐射蝎蛋带回给大厨。
QuestLoc_TheYolksonYou_RaiderLine_1	You know what? I don't like Radscorpions much...	你知道吗？我不太喜欢辐射蝎……
QuestLoc_TheYolksonYou_RaiderLine_2	I'm starting to think our chef wants to kill us...	我在想也许大厨想杀了我们……
QuestLoc_TheYolksonYou_RaiderLine_3	We'll be done here in a pinch!	我们瞬间就能搞定这里！
QuestLoc_TheresnoCryinginBaseball_Conversation_1_NPCStart_1	Darn it! The Jersey's not here. The search continues!	该死的！棒球衫不在这里。继续搜索！
QuestLoc_TheresnoCryinginBaseball_QuestLongDescription	There's an old Hardware Town store we haven't checked out. Maybe Coach went there to resupply. Off we go.	有一家旧的“五金小镇”商店我们还没去看过。
QuestLoc_TheresnoCryinginBaseball_QuestName	There's no Crying in Baseball!	棒球场上没有眼泪！
QuestLoc_TheresnoCryinginBaseball_QuestObjective_1	Search for Rackie Jobinson's Baseball Jersey.	寻找罗基·杰宾森的棒球衫。
QuestLoc_TheresnoCryinginBaseball_QuestShortDescription	Find Rackie Jobinson's Baseball Jersey.	寻找罗基·杰宾森的棒球衫。
QuestLoc_ThirdandGoal_Conversation_1_NPCEnd_1	Hah! You know who gives us the best chance to win? Me!	哈！你知道谁最大程度上保证了咱们能赢吗？我！
QuestLoc_ThirdandGoal_Conversation_1_NPCEnd_2	My playoff run is only getting started, and I will go all the way!	我的季后赛跑才刚刚开始，我会一直跑下去的！
QuestLoc_ThirdandGoal_Conversation_1_NPCStart_1	What?! You found me? I can't believe it!	什么？！你找到我了？真不敢相信！
QuestLoc_ThirdandGoal_Conversation_1_Team_1	What's wrong, Commish? Feeling a little... deflated?	怎么了？柯米什？觉得有点……泄气？
QuestLoc_ThirdandGoal_Conversation_1_Team_2	Your little Super Cup contest is over, Commish.	你的那个愚蠢的“超级杯”要结束了，柯米什。
QuestLoc_ThirdandGoal_Conversation_2_NPCEnd_1	Thanks!	谢谢！
QuestLoc_ThirdandGoal_Conversation_2_NPCStart_1	Help! These Raiders have lost their minds!	救命！这些掠夺者疯了！
QuestLoc_ThirdandGoal_Conversation_2_NPCStart_2	They're obsessed with a pre-war sport called foosball!	他们很痴迷于战前的一种游戏，叫桌上足球！
QuestLoc_ThirdandGoal_Conversation_2_NPCStart_3	At least, that's what I think they called it...	至少我听见他们好像是这么叫的……
QuestLoc_ThirdandGoal_Conversation_2_Team_1	There's a Vault nearby. You'll be safe there.	这附近有一个避难所。你去那里比较安全。
QuestLoc_ThirdandGoal_QuestLongDescription	You've tracked the kidnapped settler to the lair of the Commish. Time to put an end to this football flunky's Super Cup contest!	你已经知道被绑架的居民在柯米什那里。是时候终结这个足球怪人的“超级杯”比赛了！
QuestLoc_ThirdandGoal_QuestName	Third and Goal	第三和目标
QuestLoc_ThirdandGoal_QuestObjective_1	Rescue the hostage.	解救人质。
QuestLoc_ThirdandGoal_QuestObjective_2	Confront the Commish.	和柯米什对峙。
QuestLoc_ThirdandGoal_QuestShortDescription	Rescue the hostage and confront the Commish.	拯救人质并和柯米什对峙。
QuestLoc_ThirdandGoal_RaiderLine_1	Time for some big play offense!	是时候来个大进攻了！
QuestLoc_ThirdandGoal_RaiderLine_2	You're goin' back to the practice squad!	准备好被打回预备队吧！
QuestLoc_ThisGoldenRing_Conversation_1_NPCEnd_1	What? No, it's a sixpack of Nuka-Cola Quantum!	什么？不，这只是一箱六瓶装的量子核子可乐！
QuestLoc_ThisGoldenRing_Conversation_1_NPCEnd_2	Oh, we don't care then. Here, for your troubles.	哦，我们不在乎。来，这是给你们的辛苦费。
QuestLoc_ThisGoldenRing_Conversation_1_NPCEnd_3	We hate when Dwellers makes fun of our grammar! Die!	我们讨厌居民取笑我们的语法！去死吧！
QuestLoc_ThisGoldenRing_Conversation_1_NPCStart_1	*Hiss* Filthy Dwellers, coming to steal from us.	*嘘*肮脏的居民，想来偷我们。
QuestLoc_ThisGoldenRing_Conversation_1_NPCStart_2	They want our prize!	他们想要我们的奖品！
QuestLoc_ThisGoldenRing_Conversation_1_NPCStart_3	We hate them! We kill them!	我们讨厌他们！我们要杀了他们！
QuestLoc_ThisGoldenRing_Conversation_1_Team_1	Is your “prize” some sort of gold jewelry, by chance?	“奖品”不会是某种黄金首饰吗？
QuestLoc_ThisGoldenRing_Conversation_1_Team_2	I don't want your “prize,” whatever it is. I'm looking for gold.	我不想要你的“奖品”，不管它是什么。我在找金子。
QuestLoc_ThisGoldenRing_Conversation_1_Team_3	You don't kill us, we kill you!	你不杀我们，我们就杀了你！
QuestLoc_ThisGoldenRing_QuestLongDescription	Love is in the air, and just like radioactive fallout  - once it gets inside you it doesn't get out! All we need now is a ring to pop the big question. We might have some luck finding Pre-War jewelry in a nearby abandoned building.	空气中弥漫着爱意，就像放射性尘埃——一旦进入体内就再也出不来！我们现在需要的是一枚戒指来求婚。在附近的废弃建筑里说不定能找到一些战前珠宝。
QuestLoc_ThisGoldenRing_QuestName	This Golden Ring	这枚金戒指
QuestLoc_ThisGoldenRing_QuestObjective_1	Find any item made of gold.	找到任何黄金做的物品。
QuestLoc_ThisGoldenRing_QuestShortDescription	Retrieve Pre-war Jewelry to make a ring.	取回战前珠宝来制作戒指。
QuestLoc_ThisGoldenRing_RaiderLine_1	The things we do for love...	我们为爱做的事……
QuestLoc_ThisGoldenRing_RaiderLine_2	Baby, I love you like fluorine loves hydrogen.	宝贝，我爱你就像氟爱氢气。
QuestLoc_ThisGoldenRing_RaiderLine_3	Wuv conquers all!	爱能征服一切！
QuestLoc_ThrowMeSomePepper_Conversation_1_NPCEnd_1	Then eat this!	那么尝尝这个！
QuestLoc_ThrowMeSomePepper_Conversation_1_NPCEnd_2	That nut wearing the Baseball Jersey? Aint seen him! Now beat it.	那个白痴穿着棒球衫？没见过他！现在滚吧。
QuestLoc_ThrowMeSomePepper_Conversation_1_NPCEnd_3	Oh. Okay then. Nice work.	哦，好吧。干得不错。
QuestLoc_ThrowMeSomePepper_Conversation_1_NPCEnd_4	Yeeeaaahhhh!	耶耶耶耶耶！
QuestLoc_ThrowMeSomePepper_Conversation_1_NPCStart_1	What? Vault Dwellers? Ugh. I HATE Vault Dwellers!	什么？避难所居民？呃。我讨厌避难所居民！
QuestLoc_ThrowMeSomePepper_Conversation_1_NPCStart_2	You come here to die, is that it?!	你来这里是为了去死的，对吧？！
QuestLoc_ThrowMeSomePepper_Conversation_1_Team_1	We came to kill Raiders and eat Cram. And we're all out of Cram!	我们来是为了杀死掠夺者然后吃饱饱牌肉罐头的。我们的饱饱牌肉罐头都吃完了！
QuestLoc_ThrowMeSomePepper_Conversation_1_Team_2	We're looking for a guy named Coach. You seen him?	我们在找一个叫蔻驰的人。你们有见过他吗？
QuestLoc_ThrowMeSomePepper_Conversation_1_Team_3	We're not Vault Dwellers! We killed them, and stole their suits!	我们不是避难所居民！我们杀了他们，然后拿了他们的衣服！
QuestLoc_ThrowMeSomePepper_Conversation_1_Team_4	That's it! We've had enough of you... you... Bad guys!!	够了！我受够了你们这些……坏蛋！！
QuestLoc_ThrowMeSomePepper_QuestLongDescription	Some Raiders have taken over an old apartment complex. Maybe these jerks know the big jerk, Coach. Can't hurt to ask!	一些掠夺者占领了一幢旧的复式公寓。也许这些混蛋们知道蔻驰这个混蛋在哪儿。问问也无妨。
QuestLoc_ThrowMeSomePepper_QuestName	Throw Me Some Pepper!	给我一些胡椒！
QuestLoc_ThrowMeSomePepper_QuestObjective_1	Search for Rackie Jobinson's Baseball Jersey.	寻找罗基·杰宾森的棒球衫。
QuestLoc_ThrowMeSomePepper_QuestShortDescription	Do the Raiders know where Coach is?	掠夺者们知道蔻驰在哪儿吗？
QuestLoc_ThymeisMoney_Conversation_1_NPCEnd_1	Oregano, I'm not!	牛至，我不是！
QuestLoc_ThymeisMoney_Conversation_1_NPCEnd_2	You had it cumin.	你得了，小茴香。
QuestLoc_ThymeisMoney_Conversation_1_NPCEnd_3	Careful, I don't saffron fools gladly.	小心点，我才不高兴惹傻瓜呢。
QuestLoc_ThymeisMoney_Conversation_1_NPCStart_1	Salt! I mean... halt!	盐！我的意思是……停止！
QuestLoc_ThymeisMoney_Conversation_1_NPCStart_2	Basil, Rosemary, keep these guys at Bay (leaves).	罗勒，迷迭香，把这些家伙挡在外面(离开)。
QuestLoc_ThymeisMoney_Conversation_1_NPCStart_3	If they move, Pepper them with bullets.	如果他们动了，就用子弹向他们扫射。
QuestLoc_ThymeisMoney_Conversation_1_Team_1	Are you done?	你搞定了吗？
QuestLoc_ThymeisMoney_Conversation_1_Team_2	So many puns, so little thyme.	双关语太多，百里香太少。
QuestLoc_ThymeisMoney_Conversation_1_Team_3	What's anise girl like you doing in a place like this?	像你这样的大茴香姑娘在这样的地方干什么？
QuestLoc_ThymeisMoney_Conversation_2_NPCEnd_1	Bring it on!	放马过来！
QuestLoc_ThymeisMoney_Conversation_2_NPCEnd_2	Whoa. Mind = Blown.	哇。脑子=炸了。
QuestLoc_ThymeisMoney_Conversation_2_NPCEnd_3	No cayenne do, daddy-o!	不要吃辣椒，老爹！
QuestLoc_ThymeisMoney_Conversation_2_NPCStart_1	Holy moley, it's the fuzz!	天哪，是毛毛！
QuestLoc_ThymeisMoney_Conversation_2_NPCStart_2	Have you come for our stash, narc?	你来盘点过我们了吗，缉毒员？
QuestLoc_ThymeisMoney_Conversation_2_NPCStart_3	We won't give it up without a fight!	我们不会不战而退的！
QuestLoc_ThymeisMoney_Conversation_2_Team_1	I have no idea what you're saying.	我不知道你在说什么。
QuestLoc_ThymeisMoney_Conversation_2_Team_2	You know these are just seasonings, right? Like, to add flavor?	你知道这些只是调味料，对吧？我是说，增加风味？
QuestLoc_ThymeisMoney_Conversation_2_Team_3	You're busted, buster! Hand over the mustard!	你被逮着了，伙计！把芥末交出来！
QuestLoc_ThymeisMoney_QuestLongDescription	All right, the Super-Duper Mart was a bust as far as ingredients go. This time, though, we have a sure lead to a cache of spice in a nearby building! And the chef is convinced the Raiders will just hand it over...	好吧，你要找原料的话，大无敌超市不是个啥好去处。但是这回，我们肯定能在附近的一座建筑里找到一些香料！ 厨师相信那些掠夺者会把它们交出来……
QuestLoc_ThymeisMoney_QuestName	Thyme is Money	珍贵的百里香
QuestLoc_ThymeisMoney_QuestObjective_1	Retrieve the spice.	找到香料。
QuestLoc_ThymeisMoney_QuestObjective_2	Eliminate the Raider Boss.	除掉掠夺者首领。
QuestLoc_ThymeisMoney_QuestShortDescription	Steal some spices from a band of Raiders.	从一伙掠夺者那里偷点香料。
QuestLoc_ThymeisMoney_RaiderLine_1	Keep calm and curry on.	保持冷静，继续拍马屁。
QuestLoc_ThymeisMoney_RaiderLine_2	I mint to do that.	我很勒意那样做。
QuestLoc_ThymeisMoney_RaiderLine_3	What a load of horseradish!	真是一派胡言！
QuestLoc_TimeforaGrandSlam_Conversation_1_NPCStart_1	Still no Jersey! The Wasteland sure is a cruel mistress!	还是没有棒球衫！废土真是个残酷的地方！
QuestLoc_TimeforaGrandSlam_QuestLongDescription	Our next stop is an old Chryslus Rocket '69 plant. It's as good a place to look as any.	我们的下一站是克莱斯勒69号火箭工厂。最好还是和其他地方一样去看看吧。
QuestLoc_TimeforaGrandSlam_QuestName	Time for a Grand Slam?	大满贯时间？
QuestLoc_TimeforaGrandSlam_QuestObjective_1	Search for Rackie Jobinson's Baseball Jersey.	寻找罗基·杰宾森的棒球衫。
QuestLoc_TimeforaGrandSlam_QuestShortDescription	Find Rackie Jobinson's Baseball Jersey.	寻找罗基·杰宾森的棒球衫。
QuestLoc_TimetoWakeUp_Conversation_1_NPCEnd_1	Yay! Teamwork! Here, I'll even split some of Caps I found in this place.	耶！团队作战！来，我会把我在这里找的一些瓶盖分给你们。
QuestLoc_TimetoWakeUp_Conversation_1_NPCEnd_2	Oh, there it is. Tricky! Thanks!	哦，在这里。不容易啊，谢谢啦！
QuestLoc_TimetoWakeUp_Conversation_1_NPCStart_1	Hey! Wait, are you here because of this stupid alarm clock, too?	嘿！等等，你来这里也是为了那个愚蠢的闹钟吗？
QuestLoc_TimetoWakeUp_Conversation_1_NPCStart_2	I was camped nearby, and the sound was driving me nuts!	我在附近露营，那些声音要把我逼疯了！
QuestLoc_TimetoWakeUp_Conversation_1_NPCStart_3	Raiders need a solid eight hours!	掠夺者必须保证八小时的充足睡眠！
QuestLoc_TimetoWakeUp_Conversation_1_Team_1	We'll help you break it! Then we'll go our separate ways!	我们会帮你打碎它的！然后我们再分道扬镳！
QuestLoc_TimetoWakeUp_Conversation_1_Team_2	There's got to be an off switch. Have you looked on the back?	一定有个开关能把它关上。你们有检查过它的后面吗？
QuestLoc_TimetoWakeUp_QuestLongDescription	Someone made the mistake of activating a Wakemaster prototype alarm clock in a building not far from the Vault. Now the alarm is blaring non-stop and it's keeping everyone up!	有人犯了个错误，激活了距离避难所不远的一幢建筑里的“叫早大师”原型闹钟。现在这个闹钟叫个不停，吵得每个人都睡不着。
QuestLoc_TimetoWakeUp_QuestName	Time to Wake Up!	起床时间到！
QuestLoc_TimetoWakeUp_QuestObjective_1	Turn off the alarm clock.	关掉闹钟。
QuestLoc_TimetoWakeUp_QuestShortDescription	Stop the incessant beeping of the world's loudest alarm clock.	关掉世界上最吵的闹钟那没完没了的滴滴声。
QuestLoc_TimetoWakeUp_RaiderLine_1	Ow! My ears! Can't wait to turn this alarm off and get some shut-eye!	嗷！我的耳朵！等不及要关上这个鬼闹钟，然后好好睡一觉了！
QuestLoc_TimetoWakeUp_RaiderLine_2	I regret boasting about how long I could go without sleeping in the vault!	我真是后悔向你们吹牛说我不睡觉能坚持多久！
QuestLoc_TimetoWakeUp_RaiderLine_3	Must be getting closer, my ears are starting to bleed.	应该已经接近了，我的耳朵快聋了。
QuestLoc_ToGrandmothersHouseWeGo_Conversation_1_NPCEnd_1	You've earned them! Now it's time for us to get back on the road.	你们赢得了它们。现在我们该上路了。
QuestLoc_ToGrandmothersHouseWeGo_Conversation_1_NPCEnd_2	Here you go. I hope there's something good inside!	你们走吧，希望里面有什么好东西！
QuestLoc_ToGrandmothersHouseWeGo_Conversation_1_NPCStart_1	We were headed for our grandma's place, but I guess we got a little lost.	我们准备去外婆家，但我们好像有点迷路了。
QuestLoc_ToGrandmothersHouseWeGo_Conversation_1_NPCStart_2	Even worse, the smell of this pumpkin pie we brought has attracted every monster in the Wasteland!	更糟糕的是，我们带的南瓜派的香气好像吸引了废土上所有怪物的注意力！
QuestLoc_ToGrandmothersHouseWeGo_Conversation_1_NPCStart_3	Please, take these Caps. It's the least we can do.	请收下这些瓶盖吧。这是我们最起码能做的。
QuestLoc_ToGrandmothersHouseWeGo_Conversation_1_NPCStart_4	Or maybe you'd rather have this Vault-Tec Lunchbox we found?	或者你们更愿意要这些我们找到的午餐盒吗？
QuestLoc_ToGrandmothersHouseWeGo_Conversation_1_Team_1	Caps will do fine, thanks.	瓶盖就行了，谢谢。
QuestLoc_ToGrandmothersHouseWeGo_Conversation_1_Team_2	The Lunchbox sounds great! Thank you.	午餐盒听起来不错！谢谢！
QuestLoc_ToGrandmothersHouseWeGo_QuestLongDescription	An old woman living near your Vault was expecting Holiday visitors, but they haven't arrived and she fears the worst!	一位住在你们避难所附近的老妇人正期待着节日里的拜访者，但客人们还没有到，她担心他们出事了！
QuestLoc_ToGrandmothersHouseWeGo_QuestName	To Grandmother's House We Go	去外婆家
QuestLoc_ToGrandmothersHouseWeGo_QuestObjective_1	Rescue the lost Wasteland Settlers.	拯救走失的废土居民。
QuestLoc_ToGrandmothersHouseWeGo_QuestShortDescription	Help some Wasteland Settlers who got lost while traveling for the Holidays!	帮助那些在度假旅行时走丢的废土居民。
QuestLoc_Tonics_Answer01_NPC01	Ooh! Good thing you found me! I better come with you to see what you need. You've got caps, right?	哦！幸好你找到了我！我得和你一起去看看到底需要什么药。你有瓶盖吗？
QuestLoc_Tonics_Answer01_NPC02	Oh no! What are we standing around for? Grab my things and let's go!	哦，不！那我们还站在这里干什么？拿上我的东西，快走吧！
QuestLoc_Tonics_Answer01_PC01	We've got injured, in the junk town back there. We need a lot of meds.	有人受伤了，在后面的垃圾镇。我们需要很多药。
QuestLoc_Tonics_Answer01_PC02	Filly was attacked by raiders! A lot of people are injured!	菲利镇被掠夺者袭击了！很多人受伤了！
